sid,main_trial_idx,rule_type,acc_roll,rt_roll
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,83,ABB,0.7,0.5564598999999362
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,84,ABA,0.7,0.5564598999999362
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,85,ABB,0.8,0.5564598999999362
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,86,ABA,0.8,0.5564598999999362
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,87,ABA,0.8,0.5696050000005926
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,88,ABA,0.8,0.5680434500000047
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,89,ABB,0.9,0.5760627499994371
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,90,ABB,0.9,0.5680434500000047
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,91,ABB,0.9,0.5680434500000047
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,92,ABA,0.9,0.5760627499994371
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,93,ABB,1.0,0.5961426499998197
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,94,ABB,1.0,0.6232446999993044
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,95,ABB,1.0,0.6451254499997958
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,96,ABA,1.0,0.6232446999993044
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,97,ABA,1.0,0.6232446999993044
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,98,ABB,1.0,0.657909649999965
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,99,ABA,1.0,0.6848096500007159
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,100,ABB,1.0,0.6848096500007159
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,101,ABB,1.0,0.6848096500007159
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,102,ABB,1.0,0.6848096500007159
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,103,ABA,1.0,0.6889743500005352
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,104,ABB,1.0,0.6848096500007159
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,105,ABB,1.0,0.6848096500007159
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,106,ABA,1.0,0.6848096500007159
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,107,ABB,1.0,0.6194023000007292
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,108,ABB,1.0,0.5525292000002082
